Cloud,Title,URL
GCP,Cloud Service Mesh,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FManagement%20Tools%2FCloud%20Service%20Mesh.svg
GCP,Cloud Shell,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FManagement%20Tools%2FCloud%20Shell.svg
GCP,Cloud Source Repositories,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FDeveloper%20Tools%2FCloud%20Source%20Repositories.svg
GCP,Cloud Spanner,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FDatabases%2FCloud%20Spanner.svg
GCP,Cloud Speech To Text,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FAI%20and%20Machine%20Learning%2FCloud%20Speech-to-Text.svg
GCP,Cloud Storage,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FStorage%2FCloud%20Storage.svg
GCP,Cloud TPU,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FAI%20and%20Machine%20Learning%2FCloud%20TPU.svg
GCP,Cloud Tasks,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FDeveloper%20Tools%2FCloud%20Tasks.svg
GCP,Cloud Test Lab,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FDeveloper%20Tools%2FCloud%20Test%20Lab.svg
GCP,Cloud Text To Speech,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FAI%20and%20Machine%20Learning%2FCloud%20Text-to-Speech.svg
GCP,Cloud Tools For Eclipse,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FDeveloper%20Tools%2FCloud%20Tools%20for%20Eclipse.svg
GCP,Cloud Tools For PowerShell,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FDeveloper%20Tools%2FCloud%20Tools%20for%20PowerShell.svg
GCP,Cloud Tools For Visual Studio,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FDeveloper%20Tools%2FCloud%20Tools%20for%20Visual%20Studio.svg
GCP,Cloud Translation API,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FAI%20and%20Machine%20Learning%2FCloud%20Translation%20API.svg
GCP,Cloud VPN,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FNetworking%2FCloud%20VPN.svg
GCP,Cloud Video Intelligence API,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FAI%20and%20Machine%20Learning%2FCloud%20Video%20Intelligence%20API.svg
GCP,Cloud Vision API,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FAI%20and%20Machine%20Learning%2FCloud%20Vision%20API.svg
GCP,Compute Engine,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FCompute%2FCompute%20Engine.svg
GCP,Container Optimized OS,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FCompute%2FContainer-Optimized%20OS.svg
GCP,Container Registry,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FDeveloper%20Tools%2FContainer%20Registry.svg
GCP,Debugger,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FManagement%20Tools%2FDebugger.svg
GCP,Dedicated Interconnect,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FNetworking%2FDedicated%20Interconnect.svg
GCP,Developer Portal,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FAPI%20Management%2FDeveloper%20Portal.svg
GCP,Dialog Flow Enterprise Edition,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FAI%20and%20Machine%20Learning%2FDialog%20Flow%20Enterprise%20Edition.svg
GCP,Error Reporting,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FManagement%20Tools%2FError%20Reporting.svg
GCP,GKE On Prem,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FCompute%2FGKE%20On-Prem.svg
GCP,GPU,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FCompute%2FGPU.svg
GCP,Genomics,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FData%20Analytics%2FGenomics.svg
GCP,Gradle App Engine Plugin,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FDeveloper%20Tools%2FGradle%20App%20Engine%20Plugin.svg
GCP,IDE Plugins,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FDeveloper%20Tools%2FIDE%20Plugins.svg
GCP,Key Management Service,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FSecurity%2FKey%20Management%20Service.svg
GCP,Kubetnetes Engine,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FCompute%2FKubetnetes%20Engine.svg
GCP,Logging,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FManagement%20Tools%2FLogging.svg
GCP,Maven App Engine Plugin,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FDeveloper%20Tools%2FMaven%20App%20Engine%20Plugin.svg
GCP,Monitoring,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FManagement%20Tools%2FMonitoring.svg
GCP,Partner Interconnect,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FNetworking%2FPartner%20Interconnect.svg
GCP,Persistent Disk,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FStorage%2FPersistent%20Disk.svg
GCP,Premium Network Tier,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FNetworking%2FPremium%20Network%20Tier.svg
GCP,Profiler,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FManagement%20Tools%2FProfiler.svg
GCP,Recommendations AI,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FAI%20and%20Machine%20Learning%2FRecommendations%20AI.svg
GCP,Stackdriver,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FHybrid%20and%20Multi%20Cloud%2FStackdriver.svg
GCP,Stackdriver,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FManagement%20Tools%2FStackdriver.svg
GCP,Standard Network Tier,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FNetworking%2FStandard%20Network%20Tier.svg
GCP,Trace,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FManagement%20Tools%2FTrace.svg
GCP,Traffic Director,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FHybrid%20and%20Multi%20Cloud%2FTraffic%20Director.svg
GCP,Traffic Director,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FNetworking%2FTraffic%20Director.svg
GCP,Transfer Appliance,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FMigration%2FTransfer%20Appliance.svg
GCP,Virtual Private Cloud,https://icons.terrastruct.com/gcp%2FProducts%20and%20services%2FNetworking%2FVirtual%20Private%20Cloud.svg
AZURE,API Connections,https://icons.terrastruct.com/azure%2FWeb%20Service%20Color%2FAPI%20Connections.svg
AZURE,API Management Services,https://icons.terrastruct.com/azure%2FIntegration%20Service%20Color%2FAPI%20Management%20Services.svg
AZURE,Access Review,https://icons.terrastruct.com/azure%2FIdentity%20Service%20Color%2FAccess%20Review.svg
AZURE,Active Directory,https://icons.terrastruct.com/azure%2FIdentity%20Service%20Color%2FActive%20Directory.svg
AZURE,Active Directory Connect Health,https://icons.terrastruct.com/azure%2FIdentity%20Service%20Color%2FActive%20Directory%20Connect%20Health.svg
AZURE,Activity Log,https://icons.terrastruct.com/azure%2FManagement%20and%20Governance%20Service%20Color%2FActivity%20Log.svg
AZURE,Advisor,https://icons.terrastruct.com/azure%2FManagement%20and%20Governance%20Service%20Color%2FAdvisor.svg
AZURE,Alerts,https://icons.terrastruct.com/azure%2FManagement%20and%20Governance%20Service%20Color%2FAlerts.svg
AZURE,All Resources,https://icons.terrastruct.com/azure%2FGeneral%20Service%20Icons%2FAll%20Resources.svg
AZURE,Analysis Services,https://icons.terrastruct.com/azure%2FAnalytics%20Service%20Color%2FAnalysis%20Services.svg
AZURE,App Configuration,https://icons.terrastruct.com/azure%2FIntegration%20Service%20Color%2FApp%20Configuration.svg
AZURE,App Registrations,https://icons.terrastruct.com/azure%2FIdentity%20Service%20Color%2FApp%20Registrations.svg
AZURE,App Service Certificates,https://icons.terrastruct.com/azure%2FWeb%20Service%20Color%2FApp%20Service%20Certificates.svg
AZURE,App Service Domains,https://icons.terrastruct.com/azure%2FWeb%20Service%20Color%2FApp%20Service%20Domains.svg
AZURE,App Service Environments,https://icons.terrastruct.com/azure%2FWeb%20Service%20Color%2FApp%20Service%20Environments.svg
AZURE,App Service Plans,https://icons.terrastruct.com/azure%2FWeb%20Service%20Color%2FApp%20Service%20Plans.svg
AZURE,App Services,https://icons.terrastruct.com/azure%2FWeb%20Service%20Color%2FApp%20Services.svg
AZURE,Application Gateway,https://icons.terrastruct.com/azure%2FNetworking%20Service%20Color%2FApplication%20Gateway.svg
AZURE,Application Insights,https://icons.terrastruct.com/azure%2FDevOps%20Service%20Color%2FApplication%20Insights.svg
AZURE,Application Security Groups,https://icons.terrastruct.com/azure%2FNetworking%20Service%20Color%2FApplication%20Security%20Groups.svg
AZURE,Archive Storage,https://icons.terrastruct.com/azure%2FStorage%20Service%20Color%2FArchive%20Storage.svg
AZURE,Automation Accounts,https://icons.terrastruct.com/azure%2FManagement%20and%20Governance%20Service%20Color%2FAutomation%20Accounts.svg
AZURE,Availability Sets,https://icons.terrastruct.com/azure%2FCompute%20Service%20Color%2FVM%2FAvailability%20Sets.svg
AZURE,Azure AD B2C,https://icons.terrastruct.com/azure%2FIdentity%20Service%20Color%2FAzure%20AD%20B2C.svg
AZURE,Azure AD Domain Services,https://icons.terrastruct.com/azure%2FIdentity%20Service%20Color%2FAzure%20AD%20Domain%20Services.svg
AZURE,Azure AD Identity Protection,https://icons.terrastruct.com/azure%2FIdentity%20Service%20Color%2FAzure%20AD%20Identity%20Protection.svg
AZURE,Azure AD Privileged Identity Management,https://icons.terrastruct.com/azure%2FIdentity%20Service%20Color%2FAzure%20AD%20Privileged%20Identity%20Management.svg
AZURE,Azure API For FHIR,https://icons.terrastruct.com/azure%2FIntegration%20Service%20Color%2FAzure%20API%20for%20FHIR.svg
AZURE,Azure App Service   Mobile,https://icons.terrastruct.com/azure%2FMobile%20Service%20Color%2FAzure%20App%20Service%20-%20Mobile.svg
AZURE,Azure Artifacts,https://icons.terrastruct.com/azure%2FDevOps%20Service%20Color%2FAzure%20Artifacts.svg
AZURE,Azure Boards,https://icons.terrastruct.com/azure%2FDevOps%20Service%20Color%2FAzure%20Boards.svg
AZURE,Azure Cache For Redis,https://icons.terrastruct.com/azure%2FDatabases%20Service%20Color%2FAzure%20Cache%20for%20Redis.svg
AZURE,Azure Cache Plus Redis,https://icons.terrastruct.com/azure%2FDatabases%20Service%20Color%2FAzure%20Cache%20plus%20Redis.svg
AZURE,Azure Cache Redis Product Icon,https://icons.terrastruct.com/azure%2F_Companies%2FAzure%20Cache%20Redis%20Product%20icon.svg
AZURE,Azure Cosmos DB,https://icons.terrastruct.com/azure%2FDatabases%20Service%20Color%2FAzure%20Cosmos%20DB.svg
AZURE,Azure Data Catalog,https://icons.terrastruct.com/azure%2FIntegration%20Service%20Color%2FAzure%20Data%20Catalog.svg
AZURE,Azure Data Explorer Clusters,https://icons.terrastruct.com/azure%2FAnalytics%20Service%20Color%2FAzure%20Data%20Explorer%20Clusters.svg
AZURE,Azure Database (Generic,https://icons.terrastruct.com/azure%2FDatabases%20Service%20Color%2FAzure%20Database%20%28Generic%29.svg
AZURE,Azure Database For MariaDB Servers,https://icons.terrastruct.com/azure%2FDatabases%20Service%20Color%2FAzure%20Database%20for%20MariaDB%20servers.svg
AZURE,Azure Database For MySQL Servers,https://icons.terrastruct.com/azure%2FDatabases%20Service%20Color%2FAzure%20Database%20for%20MySQL%20servers.svg
AZURE,Azure Database For PostgreSQL Servers,https://icons.terrastruct.com/azure%2FDatabases%20Service%20Color%2FAzure%20Database%20for%20PostgreSQL%20servers.svg
AZURE,Azure Database Migration Services,https://icons.terrastruct.com/azure%2FMigrate%20Service%20Color%2FAzure%20Database%20Migration%20Services.svg
AZURE,Azure Databricks,https://icons.terrastruct.com/azure%2FAnalytics%20Service%20Color%2FAzure%20Databricks.svg
AZURE,Azure DevOps,https://icons.terrastruct.com/azure%2FDevOps%20Service%20Color%2FAzure%20DevOps.svg
AZURE,Azure DevTest Labs,https://icons.terrastruct.com/azure%2FDevOps%20Service%20Color%2FAzure%20DevTest%20Labs.svg
AZURE,Azure Digital Twins,https://icons.terrastruct.com/azure%2FInternet%20of%20Things%20Service%20Color%2FAzure%20Digital%20Twins.svg
AZURE,Azure Firewall,https://icons.terrastruct.com/azure%2FNetworking%20Service%20Color%2FAzure%20Firewall.svg
AZURE,Azure HDInsight COLOR,https://icons.terrastruct.com/azure%2F_Companies%2FAzure%20HDInsight_COLOR.svg
AZURE,Azure HockeyApp COLOR,https://icons.terrastruct.com/azure%2F_Companies%2FAzure%20HockeyApp_COLOR.svg
AZURE,Azure Home,https://icons.terrastruct.com/azure%2FGeneral%20Service%20Icons%2FAzure%20Home.svg
AZURE,Azure Information Protection,https://icons.terrastruct.com/azure%2FIdentity%20Service%20Color%2FAzure%20Information%20Protection.svg
AZURE,Azure IoT Hub,https://icons.terrastruct.com/azure%2FInternet%20of%20Things%20Service%20Color%2FAzure%20IoT%20Hub.svg
AZURE,Azure IoT Hub Security,https://icons.terrastruct.com/azure%2FInternet%20of%20Things%20Service%20Color%2FAzure%20IoT%20Hub%20Security.svg
AZURE,Azure Maps,https://icons.terrastruct.com/azure%2FInternet%20of%20Things%20Service%20Color%2FAzure%20Maps.svg
AZURE,Azure Media Player,https://icons.terrastruct.com/azure%2FManagement%20and%20Governance%20Service%20Color%2FMedia%2FAzure%20Media%20Player.svg
AZURE,Azure Media Services,https://icons.terrastruct.com/azure%2FWeb%20Service%20Color%2FAzure%20Media%20Services.svg
AZURE,Azure Mobile Engagement,https://icons.terrastruct.com/azure%2FMobile%20Service%20Color%2FAzure%20Mobile%20Engagement.svg
AZURE,Azure NetApp Files,https://icons.terrastruct.com/azure%2FStorage%20Service%20Color%2FAzure%20NetApp%20files.svg
AZURE,Azure OpenShift,https://icons.terrastruct.com/azure%2F_Companies%2FAzure%20OpenShift.svg
AZURE,Azure Pipelines,https://icons.terrastruct.com/azure%2FDevOps%20Service%20Color%2FAzure%20Pipelines.svg
AZURE,Azure Repos,https://icons.terrastruct.com/azure%2FDevOps%20Service%20Color%2FAzure%20Repos.svg
AZURE,Azure SQL DataWarehouse,https://icons.terrastruct.com/azure%2FDatabases%20Service%20Color%2FAzure%20SQL%20DataWarehouse.svg
AZURE,Azure Search,https://icons.terrastruct.com/azure%2FWeb%20Service%20Color%2FAzure%20Search.svg
AZURE,Azure Sentinel,https://icons.terrastruct.com/azure%2FSecurity%20Service%20Color%2FAzure%20Sentinel.svg
AZURE,Azure Service Bus,https://icons.terrastruct.com/azure%2FIntegration%20Service%20Color%2FAzure%20Service%20Bus.svg
AZURE,Azure Service Bus Relays,https://icons.terrastruct.com/azure%2FIntegration%20Service%20Color%2FAzure%20Service%20Bus%20Relays.svg
AZURE,Azure Sphere,https://icons.terrastruct.com/azure%2FInternet%20of%20Things%20Service%20Color%2FAzure%20Sphere.svg
AZURE,Azure StorSimple Device Managers,https://icons.terrastruct.com/azure%2FIntegration%20Service%20Color%2FAzure%20StorSimple%20Device%20Managers.svg
AZURE,Azure StorSimple Device Managers,https://icons.terrastruct.com/azure%2FStorage%20Service%20Color%2FAzure%20StorSimple%20Device%20Managers.svg
AZURE,Azure Test Plans,https://icons.terrastruct.com/azure%2FDevOps%20Service%20Color%2FAzure%20Test%20Plans.svg
AZURE,AzureFXTEdgeFiler,https://icons.terrastruct.com/azure%2FStorage%20Service%20Color%2FAzureFXTEdgeFiler.svg
AZURE,Batch AI,https://icons.terrastruct.com/azure%2FAI%20and%20ML%20Service%20Color%2FBatch%20AI.svg
AZURE,Batch Accounts,https://icons.terrastruct.com/azure%2FCompute%20Service%20Color%2FBatch%20Accounts.svg
AZURE,Blob Storage,https://icons.terrastruct.com/azure%2FDatabases%20Service%20Color%2FBlob%20Storage.svg
AZURE,Blob Storage,https://icons.terrastruct.com/azure%2FStorage%20Service%20Color%2FBlob%20Storage.svg
AZURE,Blueprints,https://icons.terrastruct.com/azure%2FManagement%20and%20Governance%20Service%20Color%2FBlueprints.svg
AZURE,Bot Services,https://icons.terrastruct.com/azure%2FAI%20and%20ML%20Service%20Color%2FBot%20Services.svg
AZURE,CDN Profiles,https://icons.terrastruct.com/azure%2FNetworking%20Service%20Color%2FCDN%20Profiles.svg
AZURE,Citrix Virtual Desktops Essentials,https://icons.terrastruct.com/azure%2FCompute%20Service%20Color%2FCitrix%20Virtual%20Desktops%20Essentials.svg
AZURE,Client Apps,https://icons.terrastruct.com/azure%2FIntune%20Service%20Color%2FClient%20Apps.svg
AZURE,Cloud Cycle,https://icons.terrastruct.com/azure%2F_Companies%2FCloud_Cycle.svg
AZURE,Cloud Services,https://icons.terrastruct.com/azure%2FCompute%20Service%20Color%2FCloud%20Services.svg
AZURE,Cloud Services (Classic,https://icons.terrastruct.com/azure%2FCompute%20Service%20Color%2FCloud%20Services%20%28Classic%29.svg
AZURE,CloudSimple Nodes,https://icons.terrastruct.com/azure%2FOther%20Category%20Service%20Icon%2FCloudSimple%20Nodes.svg
AZURE,CloudSimple Services,https://icons.terrastruct.com/azure%2FOther%20Category%20Service%20Icon%2FCloudSimple%20Services.svg
AZURE,CloudSimple Virtual Machines,https://icons.terrastruct.com/azure%2FCompute%20Service%20Color%2FCloudSimple%20Virtual%20Machines.svg
AZURE,Cognitive Services,https://icons.terrastruct.com/azure%2FAI%20and%20ML%20Service%20Color%2FCognitive%20Services.svg
AZURE,Conditional Access,https://icons.terrastruct.com/azure%2FIdentity%20Service%20Color%2FConditional%20Access.svg
AZURE,Connections,https://icons.terrastruct.com/azure%2FNetworking%20Service%20Color%2FConnections.svg
AZURE,Container Instances,https://icons.terrastruct.com/azure%2FContainer%20Service%20Color%2FContainer%20Instances.svg
AZURE,Container Registries,https://icons.terrastruct.com/azure%2FContainer%20Service%20Color%2FContainer%20Registries.svg
AZURE,Content Protection,https://icons.terrastruct.com/azure%2FManagement%20and%20Governance%20Service%20Color%2FMedia%2FContent%20Protection.svg
AZURE,Controllers,https://icons.terrastruct.com/azure%2FOther%20Category%20Service%20Icon%2FControllers.svg
AZURE,Cost Management Billing,https://icons.terrastruct.com/azure%2FManagement%20and%20Governance%20Service%20Color%2FCost%20Management%20Billing.svg
AZURE,Customer Lockbox,https://icons.terrastruct.com/azure%2FOther%20Category%20Service%20Icon%2FCustomer%20Lockbox.svg
AZURE,DDOS Protection Plans,https://icons.terrastruct.com/azure%2FNetworking%20Service%20Color%2FDDOS%20Protection%20Plans.svg
AZURE,DNS Private Zones,https://icons.terrastruct.com/azure%2FNetworking%20Service%20Color%2FDNS%20Private%20Zones.svg
AZURE,DNS Zones,https://icons.terrastruct.com/azure%2FNetworking%20Service%20Color%2FDNS%20Zones.svg
AZURE,Data Box,https://icons.terrastruct.com/azure%2FStorage%20Service%20Color%2FData%20Box.svg
AZURE,Data Box Edge   Data Box Gateway,https://icons.terrastruct.com/azure%2FStorage%20Service%20Color%2FData%20Box%20Edge%20_%20Data%20Box%20Gateway.svg
AZURE,Data Factories,https://icons.terrastruct.com/azure%2FAnalytics%20Service%20Color%2FData%20Factories.svg
